dataset,image,scale,scale_num,split,crop_id,crop_y,crop_x,crop_size,texture_bin,edge_bin,highpass_bin,flat_control,structured_crop,sc_inr_psnr_y,liif_psnr_y,lte_psnr_y,delta_vs_liif,delta_vs_lte,min_external_delta,mean_external_delta,wins_external,texture_var,edge_mag,highpass_energy
Urban100,img_025.png,x30,30,OOD,5,96,288,96,low,low,mid,1,0,18.40404011,18.19098000,18.01144022,0.21306011,0.39259989,0.21306011,0.30283000,1,0.01098855,0.03443550,0.17812283
Urban100,img_025.png,x30,30,OOD,6,96,576,96,mid,high,mid,0,1,17.81058694,16.71265120,17.58752785,1.09793574,0.22305909,0.22305909,0.66049742,1,0.01519182,0.04422396,0.18353681
Urban100,img_025.png,x30,30,OOD,7,96,864,96,high,high,high,0,1,15.11393846,14.39221315,14.79296091,0.72172531,0.32097755,0.32097755,0.52135143,1,0.02121040,0.05337637,0.22716199
Urban100,img_025.png,x30,30,OOD,8,192,0,96,low,low,low,1,0,26.19301164,22.38385370,27.12908445,3.80915794,-0.93607281,-0.93607281,1.43654256,0,0.00533144,0.02193035,0.11862078
Urban100,img_025.png,x30,30,OOD,9,192,288,96,mid,mid,mid,0,1,21.73569304,22.29955740,20.99114419,-0.56386436,0.74454885,-0.56386436,0.09034225,0,0.01441531,0.03785645,0.21047750
Urban100,img_025.png,x4,4,ID,0,0,0,96,low,low,low,1,0,35.90464039,35.53331161,36.54858013,0.37132878,-0.64393974,-0.64393974,-0.13630548,0,0.01029337,0.02700436,0.15811159
Urban100,img_025.png,x4,4,ID,1,0,288,96,high,high,high,0,1,32.13611311,31.83520188,32.56174748,0.30091123,-0.42563437,-0.42563437,-0.06236157,0,0.01438184,0.03662447,0.19575381
Urban100,img_025.png,x4,4,ID,10,192,576,96,mid,low,mid,0,1,33.53501903,33.10071390,33.79038574,0.43430513,-0.25536671,-0.25536671,0.08946921,0,0.01067968,0.02907457,0.17322819
Urban100,img_025.png,x4,4,ID,11,192,864,96,high,high,high,0,1,33.05933059,32.18835930,33.04669165,0.87097129,0.01263894,0.01263894,0.44180511,1,0.01618116,0.04118750,0.20275590
Urban100,img_025.png,x4,4,ID,12,288,96,96,low,low,low,1,0,35.12509861,34.57923299,35.38746398,0.54586562,-0.26236537,-0.26236537,0.14175013,0,0.00971000,0.02768834,0.14457762
Urban100,img_025.png,x4,4,ID,13,288,288,96,mid,mid,mid,0,1,32.85089218,32.63861966,32.79316953,0.21227252,0.05772265,0.05772265,0.13499759,1,0.01109793,0.03052689,0.16387412
Urban100,img_025.png,x4,4,ID,14,288,576,96,low,low,low,1,0,38.77284436,38.71060999,38.83606475,0.06223437,-0.06322039,-0.06322039,-0.00049301,0,0.00258574,0.01505656,0.08583889
Urban100,img_025.png,x4,4,ID,15,288,864,96,high,high,mid,0,1,32.88616375,32.90468834,32.50530750,-0.01852459,0.38085625,-0.01852459,0.18116583,0,0.01378462,0.03806135,0.16690028
Urban100,img_025.png,x4,4,ID,16,384,96,96,mid,mid,high,0,1,32.11250129,31.97732590,32.14165213,0.13517539,-0.02915084,-0.02915084,0.05301228,0,0.01311511,0.03291352,0.18071808
Urban100,img_025.png,x4,4,ID,17,384,384,96,mid,low,mid,0,1,35.97111291,35.20625666,36.48515899,0.76485625,-0.51404608,-0.51404608,0.12540509,0,0.01208545,0.03046408,0.17233972
Urban100,img_025.png,x4,4,ID,18,384,672,96,low,low,low,1,0,35.77411200,35.50087596,35.97660731,0.27323604,-0.20249531,-0.20249531,0.03537037,0,0.00948616,0.02406188,0.15169927
Urban100,img_025.png,x4,4,ID,19,384,864,96,high,high,high,0,1,32.03114638,31.70690299,31.67816310,0.32424339,0.35298328,0.32424339,0.33861334,1,0.01630787,0.04181100,0.18860316
Urban100,img_025.png,x4,4,ID,2,0,576,96,high,high,high,0,1,31.50519324,30.83686568,31.47529162,0.66832756,0.02990162,0.02990162,0.34911459,1,0.01349201,0.03721147,0.19528091
Urban100,img_025.png,x4,4,ID,20,480,96,96,high,mid,mid,0,1,31.18526607,31.20951141,31.61993039,-0.02424534,-0.43466432,-0.43466432,-0.22945483,0,0.01402449,0.03373401,0.17406473
Urban100,img_025.png,x4,4,ID,21,480,384,96,mid,low,high,0,1,34.11332897,34.29656271,33.46682120,-0.18323374,0.64650777,-0.18323374,0.23163702,0,0.01131719,0.03004641,0.17604057
Urban100,img_025.png,x4,4,ID,22,480,672,96,low,low,low,1,0,36.79037038,36.61684824,36.74288194,0.17352214,0.04748844,0.04748844,0.11050529,1,0.00464345,0.01807525,0.11826020
Urban100,img_025.png,x4,4,ID,23,480,928,96,high,high,mid,0,1,32.91960740,32.31251244,32.66662914,0.60709496,0.25297826,0.25297826,0.43003661,1,0.01366430,0.03691647,0.17503749
Urban100,img_025.png,x4,4,ID,24,576,96,96,low,low,low,1,0,38.99986173,38.99972368,38.92048481,0.00013805,0.07937692,0.00013805,0.03975749,1,0.00380160,0.01640242,0.10095906
Urban100,img_025.png,x4,4,ID,25,576,384,96,low,mid,low,0,0,31.52965466,31.68027787,31.57456904,-0.15062321,-0.04491438,-0.15062321,-0.09776880,0,0.01064305,0.03169924,0.15420420
Urban100,img_025.png,x4,4,ID,26,576,672,96,mid,mid,high,0,1,33.96534526,33.99578612,34.24586033,-0.03044086,-0.28051507,-0.28051507,-0.15547796,0,0.01231439,0.03072831,0.18955557
Urban100,img_025.png,x4,4,ID,27,576,928,96,mid,mid,mid,0,1,32.49292934,32.01027102,31.98385568,0.48265832,0.50907366,0.48265832,0.49586599,1,0.01122798,0.03508222,0.17141956
Urban100,img_025.png,x4,4,ID,28,640,192,96,low,mid,low,0,0,29.20534814,28.74205599,29.22063328,0.46329215,-0.01528514,-0.01528514,0.22400351,0,0.00718716,0.03165955,0.14067501
Urban100,img_025.png,x4,4,ID,29,640,384,96,low,low,mid,1,0,26.43459987,26.30039129,26.37611001,0.13420858,0.05848986,0.05848986,0.09634922,1,0.00790302,0.03048026,0.17209543
Urban100,img_025.png,x4,4,ID,3,0,768,96,high,high,high,0,1,29.98224812,29.34833555,29.83776691,0.63391257,0.14448121,0.14448121,0.38919689,1,0.01533794,0.04486990,0.19345011
Urban100,img_025.png,x4,4,ID,30,640,672,96,low,mid,low,0,0,32.04909828,32.14224948,32.51133878,-0.09315120,-0.46224050,-0.46224050,-0.27769585,0,0.00993434,0.03106980,0.16131791
Urban100,img_025.png,x4,4,ID,31,640,928,96,mid,high,low,0,1,31.90038262,31.72437455,31.99655043,0.17600807,-0.09616781,-0.09616781,0.03992013,0,0.01133762,0.03664225,0.15011981
Urban100,img_025.png,x4,4,ID,4,96,0,96,mid,mid,mid,0,1,31.64575307,31.57976099,31.90509726,0.06599208,-0.25934419,-0.25934419,-0.09667605,0,0.01122540,0.03300045,0.16993172
Urban100,img_025.png,x4,4,ID,5,96,288,96,mid,mid,high,0,1,31.69314498,31.72976916,31.81097047,-0.03662418,-0.11782549,-0.11782549,-0.07722484,0,0.01241492,0.03526947,0.17917350
Urban100,img_025.png,x4,4,ID,6,96,576,96,high,high,mid,0,1,33.37507205,33.39044486,33.07933106,-0.01537281,0.29574099,-0.01537281,0.14018409,0,0.01325509,0.03550170,0.17002456
Urban100,img_025.png,x4,4,ID,7,96,864,96,high,high,high,0,1,31.76892964,31.58782620,31.87688083,0.18110344,-0.10795119,-0.10795119,0.03657613,0,0.01596337,0.04250398,0.19963063
Urban100,img_025.png,x4,4,ID,8,192,0,96,low,low,low,1,0,35.70945839,35.89255785,36.08358657,-0.18309946,-0.37412818,-0.37412818,-0.27861382,0,0.00851472,0.02426238,0.14137308
Urban100,img_025.png,x4,4,ID,9,192,288,96,high,high,high,0,1,32.55229497,32.33989020,32.86661128,0.21240477,-0.31431631,-0.31431631,-0.05095577,0,0.01596694,0.03614972,0.20765917
Urban100,img_025.png,x8,8,OOD,0,0,0,96,mid,low,mid,0,1,31.54867886,31.51783158,31.87252661,0.03084728,-0.32384775,-0.32384775,-0.14650024,0,0.01146786,0.02813358,0.16450550
Urban100,img_025.png,x8,8,OOD,1,0,288,96,high,high,high,0,1,28.37210360,27.83070994,28.18912540,0.54139366,0.18297820,0.18297820,0.36218593,1,0.01437749,0.03689481,0.19619367
Urban100,img_025.png,x8,8,OOD,10,192,576,96,mid,low,mid,0,1,28.29125190,28.50733013,28.66720395,-0.21607823,-0.37595205,-0.37595205,-0.29601514,0,0.01218422,0.03062185,0.18159162
Urban100,img_025.png,x8,8,OOD,11,192,864,96,high,high,high,0,1,25.38941536,25.73363503,25.45222727,-0.34421967,-0.06281191,-0.34421967,-0.20351579,0,0.01590822,0.03954140,0.20098591
Urban100,img_025.png,x8,8,OOD,12,288,96,96,low,low,low,1,0,31.54163222,30.34097270,31.24576750,1.20065952,0.29586472,0.29586472,0.74826212,1,0.00949407,0.02765467,0.14161427
Urban100,img_025.png,x8,8,OOD,13,288,288,96,mid,low,mid,0,1,29.25699465,29.52610567,29.29815996,-0.26911102,-0.04116531,-0.26911102,-0.15513816,0,0.01110786,0.03065979,0.16573098
Urban100,img_025.png,x8,8,OOD,14,288,576,96,low,low,low,1,0,37.31804003,37.31122991,37.31219231,0.00681012,0.00584772,0.00584772,0.00632892,1,0.00260882,0.01514760,0.08155478
Urban100,img_025.png,x8,8,OOD,15,288,864,96,high,high,mid,0,1,26.40833647,26.22018564,27.05158549,0.18815083,-0.64324902,-0.64324902,-0.22754909,0,0.01373052,0.03821063,0.17392290
Urban100,img_025.png,x8,8,OOD,16,384,96,96,high,mid,high,0,1,28.34567764,28.00063067,28.59918534,0.34504697,-0.25350770,-0.25350770,0.04576964,0,0.01423543,0.03465670,0.18784542
Urban100,img_025.png,x8,8,OOD,17,384,384,96,mid,mid,mid,0,1,29.47694944,29.17791374,29.44554279,0.29903570,0.03140665,0.03140665,0.16522117,1,0.01334262,0.03229745,0.18003948
Urban100,img_025.png,x8,8,OOD,18,384,672,96,low,low,low,1,0,33.03319018,32.94115963,33.46600776,0.09203055,-0.43281758,-0.43281758,-0.17039351,0,0.01019549,0.02520297,0.15402587
Urban100,img_025.png,x8,8,OOD,19,384,864,96,high,high,high,0,1,26.78796690,26.34132910,26.67615897,0.44663780,0.11180793,0.11180793,0.27922286,1,0.01812843,0.04329413,0.19609213
Urban100,img_025.png,x8,8,OOD,2,0,576,96,high,high,high,0,1,26.62429960,26.89605549,27.30469479,-0.27175589,-0.68039519,-0.68039519,-0.47607554,0,0.01365923,0.03598391,0.19243884
Urban100,img_025.png,x8,8,OOD,20,480,96,96,high,mid,high,0,1,29.49278469,29.76105993,29.97792148,-0.26827524,-0.48513679,-0.48513679,-0.37670602,0,0.01600085,0.03467152,0.18385598
Urban100,img_025.png,x8,8,OOD,21,480,384,96,low,low,mid,1,0,31.00106026,30.43649584,30.78146131,0.56456442,0.21959895,0.21959895,0.39208168,1,0.01049750,0.02869769,0.16741605
Urban100,img_025.png,x8,8,OOD,22,480,672,96,low,low,low,1,0,34.50842318,34.21505114,34.46553130,0.29337204,0.04289188,0.04289188,0.16813196,1,0.00391804,0.01770596,0.11211827
Urban100,img_025.png,x8,8,OOD,23,480,928,96,high,high,high,0,1,25.11241035,25.07651437,25.30041087,0.03589598,-0.18800052,-0.18800052,-0.07605227,0,0.01535712,0.04003358,0.18476507
Urban100,img_025.png,x8,8,OOD,24,576,96,96,low,low,low,1,0,38.72804842,38.60302522,38.44292630,0.12502320,0.28512212,0.12502320,0.20507266,1,0.00249814,0.01380491,0.08125230
Urban100,img_025.png,x8,8,OOD,25,576,384,96,mid,mid,low,0,1,28.58383631,28.56940830,28.83924314,0.01442801,-0.25540683,-0.25540683,-0.12048941,0,0.01148121,0.03357834,0.16040100
Urban100,img_025.png,x8,8,OOD,26,576,672,96,mid,low,high,0,1,28.54551657,28.35115860,29.26863889,0.19435797,-0.72312232,-0.72312232,-0.26438217,0,0.01198850,0.02978631,0.19046858
Urban100,img_025.png,x8,8,OOD,27,576,928,96,low,mid,low,0,0,27.44044348,27.14801065,27.27943875,0.29243283,0.16100473,0.16100473,0.22671878,1,0.01056264,0.03304597,0.16441375
Urban100,img_025.png,x8,8,OOD,28,640,192,96,low,mid,low,0,0,25.74285555,25.86519836,25.68201040,-0.12234281,0.06084515,-0.12234281,-0.03074883,0,0.00799937,0.03368374,0.14749871
Urban100,img_025.png,x8,8,OOD,29,640,384,96,low,mid,mid,0,1,24.84324451,24.58722300,24.86850190,0.25602151,-0.02525739,-0.02525739,0.11538206,0,0.00856380,0.03153859,0.17850801
Urban100,img_025.png,x8,8,OOD,3,0,768,96,high,high,high,0,1,24.63495309,24.55490978,24.15052883,0.08004331,0.48442426,0.08004331,0.28223379,1,0.01583015,0.04484990,0.19837596
Urban100,img_025.png,x8,8,OOD,30,640,672,96,low,mid,low,0,0,27.99434039,27.96160750,28.22605274,0.03273289,-0.23171235,-0.23171235,-0.09948973,0,0.01027263,0.03145461,0.15793468
Urban100,img_025.png,x8,8,OOD,31,640,928,96,mid,high,low,0,1,27.26427977,26.68857520,27.37578840,0.57570457,-0.11150863,-0.11150863,0.23209797,0,0.01145038,0.03686905,0.14886843
Urban100,img_025.png,x8,8,OOD,4,96,0,96,mid,mid,mid,0,1,28.59382645,28.55203854,28.75747763,0.04178791,-0.16365118,-0.16365118,-0.06093164,0,0.01095926,0.03276108,0.17034076
Urban100,img_025.png,x8,8,OOD,5,96,288,96,mid,mid,mid,0,1,28.43693774,28.81364584,28.77544000,-0.37670810,-0.33850226,-0.37670810,-0.35760518,0,0.01199005,0.03531732,0.17710119
Urban100,img_025.png,x8,8,OOD,6,96,576,96,mid,high,mid,0,1,26.42230362,26.95464136,27.66583368,-0.53233774,-1.24353006,-1.24353006,-0.88793390,0,0.01312556,0.03579650,0.16940075
Urban100,img_025.png,x8,8,OOD,7,96,864,96,high,high,high,0,1,26.08293084,25.82950283,25.07351676,0.25342801,1.00941408,0.25342801,0.63142104,1,0.01659915,0.04391719,0.20116222
Urban100,img_025.png,x8,8,OOD,8,192,0,96,low,low,low,1,0,32.79747502,32.37407772,32.53560060,0.42339730,0.26187442,0.26187442,0.34263586,1,0.00801885,0.02349427,0.13726431
Urban100,img_025.png,x8,8,OOD,9,192,288,96,high,high,high,0,1,28.21443771,28.67820455,28.47130021,-0.46376684,-0.25686250,-0.46376684,-0.36031467,0,0.01660281,0.03685581,0.21304607
Urban100,img_026.png,x16,16,OOD,0,0,0,96,high,mid,high,0,1,30.53139894,30.52479667,30.53154265,0.00660227,-0.00014371,-0.00014371,0.00322928,0,0.02008843,0.03222091,0.22476007
Urban100,img_026.png,x16,16,OOD,1,0,288,96,low,low,low,1,0,31.05141141,31.12212098,31.13760540,-0.07070957,-0.08619399,-0.08619399,-0.07845178,0,0.00814794,0.02598245,0.14208251
Urban100,img_026.png,x16,16,OOD,10,192,576,96,mid,high,mid,0,1,22.69121430,22.66984692,22.23744000,0.02136738,0.45377430,0.02136738,0.23757084,1,0.01159670,0.04017092,0.16614898
Urban100,img_026.png,x16,16,OOD,11,192,864,96,high,high,high,0,1,19.18198972,19.05266059,18.85590972,0.12932913,0.32608000,0.12932913,0.22770456,1,0.01962755,0.05713045,0.25262475
Urban100,img_026.png,x16,16,OOD,12,288,96,96,high,high,high,0,1,19.20919845,19.20625323,19.20209913,0.00294522,0.00709932,0.00294522,0.00502227,1,0.02780468,0.06147001,0.32219321
Urban100,img_026.png,x16,16,OOD,13,288,288,96,low,low,low,1,0,28.69498848,28.60618201,28.68938450,0.08880647,0.00560398,0.00560398,0.04720522,1,0.00743392,0.02874737,0.15644974
Urban100,img_026.png,x16,16,OOD,14,288,576,96,mid,low,low,0,0,24.55747082,25.12347405,25.37614037,-0.56600323,-0.81866955,-0.81866955,-0.69233639,0,0.00931431,0.02935551,0.16032109
Urban100,img_026.png,x16,16,OOD,15,288,864,96,mid,low,low,0,0,31.90721608,31.89933727,31.91068317,0.00787881,-0.00346709,-0.00346709,0.00220586,0,0.01097542,0.02787679,0.14774889
Urban100,img_026.png,x16,16,OOD,16,384,96,96,high,high,high,0,1,21.65479977,21.64992927,21.65702914,0.00487050,-0.00222937,-0.00222937,0.00132056,0,0.02281784,0.04930155,0.30611259
Urban100,img_026.png,x16,16,OOD,17,384,384,96,low,low,low,1,0,28.50478601,28.46685431,28.46570999,0.03793170,0.03907602,0.03793170,0.03850386,1,0.00769339,0.03020840,0.15389545
Urban100,img_026.png,x16,16,OOD,18,384,672,96,low,low,low,1,0,30.51056034,30.28962251,30.66912997,0.22093783,-0.15856963,-0.15856963,0.03118410,0,0.00868797,0.02598029,0.15268376
Urban100,img_026.png,x16,16,OOD,19,384,864,96,mid,high,high,0,1,18.84223790,18.89833668,18.61150954,-0.05609878,0.23072836,-0.05609878,0.08731479,0,0.01868295,0.05786387,0.24936485
Urban100,img_026.png,x16,16,OOD,2,0,576,96,mid,mid,mid,0,1,23.05871316,23.72898161,22.92738265,-0.67026845,0.13133051,-0.67026845,-0.26946897,0,0.01138979,0.03592845,0.17160186
Urban100,img_026.png,x16,16,OOD,20,480,96,96,high,high,high,0,1,21.54664993,21.54265693,21.55132844,0.00399300,-0.00467851,-0.00467851,-0.00034276,0,0.02333488,0.04946253,0.29929718
Urban100,img_026.png,x16,16,OOD,21,480,384,96,low,mid,low,0,0,25.01869279,25.10692362,24.37796311,-0.08823083,0.64072968,-0.08823083,0.27624942,0,0.00816444,0.03073319,0.13799055
Urban100,img_026.png,x16,16,OOD,22,480,672,96,low,low,mid,1,0,28.66958897,28.83172662,28.95831731,-0.16213765,-0.28872834,-0.28872834,-0.22543300,0,0.00909993,0.02735903,0.17296010
Urban100,img_026.png,x16,16,OOD,23,480,928,96,mid,mid,mid,0,1,28.00360267,28.14490323,27.87200212,-0.14130056,0.13160055,-0.14130056,-0.00485000,0,0.01195849,0.03034037,0.16874588
Urban100,img_026.png,x16,16,OOD,24,576,96,96,high,high,high,0,1,20.78527593,20.76765755,20.76547884,0.01761838,0.01979709,0.01761838,0.01870773,1,0.02549131,0.05639262,0.30423138
Urban100,img_026.png,x16,16,OOD,25,576,384,96,low,mid,mid,0,1,28.45702695,28.37709123,28.31927347,0.07993572,0.13775348,0.07993572,0.10884460,1,0.00864997,0.03135762,0.16289577
Urban100,img_026.png,x16,16,OOD,26,576,672,96,high,high,mid,0,1,15.98252814,16.06031622,16.07723816,-0.07778808,-0.09471002,-0.09471002,-0.08624905,0,0.02147007,0.06367252,0.21139647
Urban100,img_026.png,x16,16,OOD,27,576,928,96,mid,mid,mid,0,1,25.53609056,25.48153379,25.23752462,0.05455677,0.29856594,0.05455677,0.17656135,1,0.01350332,0.03490801,0.17619322
Urban100,img_026.png,x16,16,OOD,28,672,192,96,high,high,high,0,1,19.40079997,19.38015045,19.38415661,0.02064952,0.01664336,0.01664336,0.01864644,1,0.02360774,0.05482180,0.30697960
Urban100,img_026.png,x16,16,OOD,29,672,384,96,low,mid,mid,0,1,25.84955291,25.87904036,25.83658322,-0.02948745,0.01296969,-0.02948745,-0.00825888,0,0.00908589,0.03559653,0.18411011
Urban100,img_026.png,x16,16,OOD,3,0,768,96,mid,low,low,0,0,32.73958304,32.77317146,32.78702807,-0.03358842,-0.04744503,-0.04744503,-0.04051673,0,0.01011281,0.02584213,0.14290662
Urban100,img_026.png,x16,16,OOD,30,672,672,96,low,mid,mid,0,1,27.48414444,27.57687900,27.63219259,-0.09273456,-0.14804815,-0.14804815,-0.12039135,0,0.00874420,0.03153880,0.18122111
Urban100,img_026.png,x16,16,OOD,31,672,928,96,high,high,high,0,1,15.89885531,15.86826580,15.91690691,0.03058951,-0.01805160,-0.01805160,0.00626895,0,0.02588086,0.06585613,0.25756973
Urban100,img_026.png,x16,16,OOD,4,96,0,96,high,high,high,0,1,26.44098609,26.42820570,26.42949516,0.01278039,0.01149093,0.01149093,0.01213566,1,0.02136985,0.04077900,0.24276789
Urban100,img_026.png,x16,16,OOD,5,96,288,96,low,low,low,1,0,29.17410007,29.17157300,29.23262814,0.00252707,-0.05852807,-0.05852807,-0.02800050,0,0.00861537,0.02897754,0.15857042
Urban100,img_026.png,x16,16,OOD,6,96,576,96,low,low,low,1,0,31.66413337,31.35417240,31.66606176,0.30996097,-0.00192839,-0.00192839,0.15401629,0,0.00889062,0.02444270,0.14085591
Urban100,img_026.png,x16,16,OOD,7,96,864,96,mid,low,low,0,0,33.29318340,33.29246901,33.26515371,0.00071439,0.02802969,0.00071439,0.01437204,1,0.01087684,0.02653554,0.14794354
Urban100,img_026.png,x16,16,OOD,8,192,0,96,high,mid,high,0,1,26.81286113,26.80648895,26.81279220,0.00637218,0.00006893,0.00006893,0.00322055,1,0.01954938,0.03391498,0.25824833
Urban100,img_026.png,x16,16,OOD,9,192,288,96,mid,mid,mid,0,1,24.72615183,24.69869542,24.70913243,0.02745641,0.01701940,0.01701940,0.02223791,1,0.01042357,0.03967828,0.20007050
Urban100,img_026.png,x30,30,OOD,0,0,0,96,high,mid,high,0,1,30.62443920,30.61840084,30.62745422,0.00603836,-0.00301502,-0.00301502,0.00151167,0,0.02615640,0.03960087,0.24883036
Urban100,img_026.png,x30,30,OOD,1,0,288,96,low,low,low,1,0,29.05745220,29.02501046,29.03105812,0.03244174,0.02639408,0.02639408,0.02941791,1,0.01069457,0.03253799,0.16124938
Urban100,img_026.png,x30,30,OOD,10,192,576,96,mid,mid,low,0,1,20.14468780,20.32665256,19.65045401,-0.18196476,0.49423379,-0.18196476,0.15613452,0,0.01187478,0.04021190,0.17034692
Urban100,img_026.png,x30,30,OOD,11,192,864,96,high,high,high,0,1,17.93232446,17.91764027,17.71277278,0.01468419,0.21955168,0.01468419,0.11711794,1,0.01978884,0.06046343,0.26176986
Urban100,img_026.png,x30,30,OOD,12,288,96,96,high,high,high,0,1,20.29549448,20.29519143,20.31433859,0.00030305,-0.01884411,-0.01884411,-0.00927053,0,0.03204553,0.06382090,0.33143416
Urban100,img_026.png,x30,30,OOD,13,288,288,96,low,mid,mid,0,1,27.18071877,27.13773863,27.18308972,0.04298014,-0.00237095,-0.00237095,0.02030460,0,0.00971427,0.03529437,0.17361990
Urban100,img_026.png,x30,30,OOD,14,288,576,96,low,low,low,1,0,26.81625257,26.43756362,25.79284500,0.37868895,1.02340757,0.37868895,0.70104826,1,0.01081960,0.03123462,0.16799086
Urban100,img_026.png,x30,30,OOD,15,288,864,96,mid,low,low,0,0,31.76330674,31.75252474,31.72956361,0.01078200,0.03374313,0.01078200,0.02226257,1,0.01411717,0.03301479,0.16786046
Urban100,img_026.png,x30,30,OOD,16,384,96,96,high,high,high,0,1,20.92668236,20.91845511,20.91727842,0.00822725,0.00940394,0.00822725,0.00881559,1,0.02949641,0.06015825,0.33068085
Urban100,img_026.png,x30,30,OOD,17,384,384,96,low,low,low,1,0,29.72641958,29.74412656,29.56019185,-0.01770698,0.16622773,-0.01770698,0.07426037,0,0.00929117,0.02987243,0.15848498
Urban100,img_026.png,x30,30,OOD,18,384,672,96,mid,low,mid,0,1,29.33000316,29.34606776,29.34479713,-0.01606460,-0.01479397,-0.01606460,-0.01542928,0,0.01183185,0.03239370,0.17398572
Urban100,img_026.png,x30,30,OOD,19,384,864,96,mid,high,high,0,1,17.78923883,17.78531675,17.62876117,0.00392208,0.16047766,0.00392208,0.08219987,1,0.01735253,0.05871917,0.24838394
Urban100,img_026.png,x30,30,OOD,2,0,576,96,mid,mid,mid,0,1,22.90201285,23.55619190,22.69667309,-0.65417905,0.20533976,-0.65417905,-0.22441965,0,0.01259180,0.03456436,0.17844827
Urban100,img_026.png,x30,30,OOD,20,480,96,96,high,high,high,0,1,20.66971722,20.67396410,20.67346342,-0.00424688,-0.00374620,-0.00424688,-0.00399654,0,0.03008596,0.06078566,0.32890180
Urban100,img_026.png,x30,30,OOD,21,480,384,96,low,mid,low,0,0,22.46260507,22.18026470,21.95366624,0.28234037,0.50893883,0.28234037,0.39563960,1,0.00975427,0.03386015,0.14524716
Urban100,img_026.png,x30,30,OOD,22,480,672,96,low,low,mid,1,0,30.23041373,30.20060852,30.19389955,0.02980521,0.03651418,0.02980521,0.03315970,1,0.01105720,0.03009913,0.17615798
Urban100,img_026.png,x30,30,OOD,23,480,924,96,mid,low,low,0,0,32.95460766,33.00225223,32.82730456,-0.04764457,0.12730310,-0.04764457,0.03982927,0,0.01449032,0.03174164,0.17276530
Urban100,img_026.png,x30,30,OOD,24,576,96,96,high,high,high,0,1,19.87304040,19.87976274,19.88016995,-0.00672234,-0.00712955,-0.00712955,-0.00692595,0,0.03353716,0.07059038,0.32412001
Urban100,img_026.png,x30,30,OOD,25,576,384,96,low,mid,mid,0,1,26.59878905,26.55154342,26.52978955,0.04724563,0.06899950,0.04724563,0.05812257,1,0.01092386,0.03766167,0.17900398
Urban100,img_026.png,x30,30,OOD,26,576,672,96,high,high,mid,0,1,14.35676171,14.41738519,14.34474371,-0.06062348,0.01201800,-0.06062348,-0.02430274,0,0.01889968,0.06434917,0.21529979
Urban100,img_026.png,x30,30,OOD,27,576,924,96,mid,mid,mid,0,1,26.06141233,25.68608699,24.84817747,0.37532534,1.21323486,0.37532534,0.79428010,1,0.01571686,0.03595163,0.18796358
Urban100,img_026.png,x30,30,OOD,28,654,192,96,high,high,high,0,1,18.41540173,18.41084420,18.60225888,0.00455753,-0.18685715,-0.18685715,-0.09114981,0,0.02968113,0.06693213,0.32549757
Urban100,img_026.png,x30,30,OOD,29,654,384,96,low,low,mid,1,0,27.86327690,27.94423796,27.91653961,-0.08096106,-0.05326271,-0.08096106,-0.06711188,0,0.01006986,0.03260236,0.17628254
Urban100,img_026.png,x30,30,OOD,3,0,768,96,mid,low,low,0,0,33.23310401,33.26396552,33.24265526,-0.03086151,-0.00955125,-0.03086151,-0.02020638,0,0.01297579,0.03025219,0.16201377
Urban100,img_026.png,x30,30,OOD,30,654,672,96,low,mid,mid,0,1,28.36565458,28.32148582,28.34038919,0.04416876,0.02526539,0.02526539,0.03471708,1,0.01102550,0.03437234,0.18307489
Urban100,img_026.png,x30,30,OOD,31,654,924,96,high,high,high,0,1,13.87814802,13.88199055,13.85079843,-0.00384253,0.02734959,-0.00384253,0.01175353,0,0.03510329,0.09011631,0.30511206
Urban100,img_026.png,x30,30,OOD,4,96,0,96,high,high,high,0,1,26.00414631,26.00108304,25.95976011,0.00306327,0.04438620,0.00306327,0.02372474,1,0.02838883,0.05115696,0.26787895
Urban100,img_026.png,x30,30,OOD,5,96,288,96,low,mid,low,0,0,28.68054973,28.72573457,28.78502507,-0.04518484,-0.10447534,-0.10447534,-0.07483009,0,0.01099270,0.03302033,0.16906340
Urban100,img_026.png,x30,30,OOD,6,96,576,96,low,low,low,1,0,31.75328626,31.73688141,31.73392748,0.01640485,0.01935878,0.01640485,0.01788181,1,0.01140320,0.02885443,0.15704742
Urban100,img_026.png,x30,30,OOD,7,96,864,96,mid,low,low,0,0,32.99537527,32.99251534,32.91719428,0.00285993,0.07818099,0.00285993,0.04052046,1,0.01414030,0.03192233,0.16952939
Urban100,img_026.png,x30,30,OOD,8,192,0,96,high,mid,high,0,1,26.64769436,26.64229809,26.64343003,0.00539627,0.00426433,0.00426433,0.00483030,1,0.02535913,0.04072383,0.28618881
Urban100,img_026.png,x30,30,OOD,9,192,288,96,mid,high,mid,0,1,23.53631863,23.54170467,23.52793674,-0.00538604,0.00838189,-0.00538604,0.00149792,0,0.01364689,0.04757954,0.22437376
Urban100,img_026.png,x4,4,ID,0,0,0,96,mid,low,high,0,1,30.48315498,30.45519236,30.46467189,0.02796262,0.01848309,0.01848309,0.02322286,1,0.01507965,0.02673673,0.20490354
Urban100,img_026.png,x4,4,ID,1,0,288,96,low,low,low,1,0,33.31931548,33.38100661,33.27909915,-0.06169113,0.04021633,-0.06169113,-0.01073740,0,0.00609190,0.02071376,0.12499530
