model,dataset,image,scale,psnr_y,ssim_y,rmse_y,edge_rmse,texture_rmse,flat_rmse,highpass_rmse,fft_low_power,fft_mid_power,fft_high_power
SC-INR-NoPhi,bsd100,106024.png,x4,34.08123228813768,0.9199909862974707,0.01976689182550089,0.03676869347691536,0.037473663687705994,0.003043629927560687,0.05411927402019501,3.5467577922822485e-09,5.731149574905396e-09,9.792656404661767e-10
SC-INR-NoPhi-Signed,bsd100,106024.png,x4,34.02623360048856,0.9197861223166348,0.019892452054193085,0.037066370248794556,0.03777417168021202,0.0030520132277160883,0.05432341247797012,3.58030787840879e-09,5.822136588214756e-09,9.839233948542201e-10
SC-INR,bsd100,106024.png,x4,34.12061638234765,0.920337589962528,0.019677466462869622,0.03650764375925064,0.037194669246673584,0.003048297017812729,0.05386923998594284,3.612111998657468e-09,5.655080795174929e-09,9.716555361837256e-10
SC-INR-NoSinc,bsd100,106024.png,x4,33.97140319992333,0.9197070630377426,0.02001842199136709,0.03740951791405678,0.03811751306056976,0.0030468134209513664,0.05555184930562973,3.5002523752079087e-09,5.8088635056167206e-09,1.055392859844337e-09
Bicubic,bsd100,106024.png,x8,28.767294868075503,0.8206519824658147,0.036444773593364975,0.06624405086040497,0.07420149445533752,0.005982787348330021,0.062067702412605286,7.721993767857732e-08,1.0222784277926926e-08,1.2031507294417737e-09
LTE,bsd100,106024.png,x8,30.66107277069446,0.8556841943642254,0.029305312809200398,0.0552278608083725,0.05874147638678551,0.0040036896243691444,0.06000050529837608,3.749466916618958e-08,8.614938448489093e-09,1.1840620379673456e-09
SC-INR-NoPhi,bsd100,106024.png,x8,30.660728683078318,0.8564408161261854,0.029306473748997725,0.055468812584877014,0.05885361135005951,0.004387474153190851,0.06042247638106346,3.685556748451495e-08,8.733115315223134e-09,1.1979956843771925e-09
SC-INR-NoPhi-Signed,bsd100,106024.png,x8,30.56495238440511,0.8558187154915193,0.02963141430258534,0.05605396628379822,0.059642426669597626,0.004311245400458574,0.06064113229513168,3.787127417331015e-08,8.937393998005423e-09,1.197525086157232e-09
SC-INR,bsd100,106024.png,x8,30.633865263224326,0.8560167032756935,0.029397252105811567,0.05561958625912666,0.05906407907605171,0.0043807122856378555,0.06034689396619797,3.739822014830639e-08,8.739732378112973e-09,1.1936111842809858e-09
SC-INR-NoSinc,bsd100,106024.png,x8,30.420837956497554,0.8546780027536486,0.03012715363551702,0.05708847567439079,0.06076446548104286,0.0043647107668221,0.061396919190883636,3.815107905409093e-08,9.527364902021928e-09,1.2053872022668445e-09
Bicubic,bsd100,106024.png,x16,25.653353443919595,0.7213310872582264,0.05215936887302926,0.0802273228764534,0.09384098649024963,0.019810892641544342,0.06206614151597023,2.359309738639804e-07,1.1451304188416947e-08,1.3051419878166844e-09
LTE,bsd100,106024.png,x16,27.668775457277036,0.7750422438542793,0.041358161725989544,0.07317126542329788,0.07985327392816544,0.00930044986307621,0.061866890639066696,1.2571168317254193e-07,1.1353244785809465e-08,1.3003962222360296e-09
SC-INR-NoPhi,bsd100,106024.png,x16,27.75915602770652,0.7788740868052171,0.04093004278428165,0.07312578707933426,0.07959618419408798,0.008651969954371452,0.061944201588630676,1.2146137131907781e-07,1.1437958728400889e-08,1.3019255304167384e-09
SC-INR-NoPhi-Signed,bsd100,106024.png,x16,27.6965026813362,0.7754316991407451,0.04122634809729954,0.07319314032793045,0.0796879306435585,0.009359562769532204,0.06193054839968681,1.2415485091120017e-07,1.1434156721166245e-08,1.300910369855685e-09
